pathway	description	X12bP119D0F	X12bP119D14F	X12bP119D21C	X12bP119D21F	X12bP119D2F	X12bP119D7F	X12bP122D0F	X12bP122D14F	X12bP122D21C	X12bP122D21F	X12bP122D21X	X12bP122D2F	X12bP122D7F	X12bP1261D2F	X12bP126D0F	X12bP126D14F	X12bP126D21C	X12bP126D21F	X12bP126D7F	X12bP138D0F	X12bP138D14F	X12bP138D21C	X12bP138D21F	X12bP138D2F	X12bP138D7F	X12bP152D0F	X12bP152D14F	X12bP152D21C	X12bP152D21F	X12bP152D2F	X12bP152D7F	X12bP160D0F	X12bP160D14F	X12bP160D21C	X12bP160D21F	X12bP160D21X	X12bP160D2F	X12bP160D7F	X12bP175D0F	X12bP175D14F	X12bP175D21C	X12bP175D21F	X12bP175D2F	X12bP175D7F	X12bP178D0F	X12bP178D14F	X12bP178D21C	X12bP178D21F	X12bP178D2F	X12bP178D7F	X12bP181D0F	X12bP181D14F	X12bP181D21C	X12bP181D21F	X12bP181D21X	X12bP181D7F	X12bP191D0F	X12bP191D14F	X12bP191D21C	X12bP191D21F	X12bP191D21X	X12bP191D2F	X12bP191D7F	X12bP198D0F	X12bP198D14F	X12bP198D21C	X12bP198D21F	X12bP198D2F	X12bP198D7F	X12bP211D0F	X12bP211D21C	X12bP211D21F	X12bP211D2F	X12bP224D0F	X12bP224D14F	X12bP224D21C	X12bP224D21F	X12bP224D21X	X12bP224D2F	X12bP224D7F	X12bP22D0F	X12bP22D14F	X12bP22D21C	X12bP22D21F	X12bP22D2F	X12bP22D7F	X12bP244D0F	X12bP244D14F	X12bP244D21C	X12bP244D21F	X12bP244D21X	X12bP244D2F	X12bP244D7F	X12bP26D0F	X12bP26D14F	X12bP26D21C	X12bP26D21F	X12bP26D2F	X12bP26D7F	X12bP321D0F	X12bP321D14F	X12bP321D21C	X12bP321D21F	X12bP321D21X	X12bP321D2F	X12bP321D7F	X12bP337D0F	X12bP337D14F	X12bP337D21C	X12bP337D21F	X12bP337D21X	X12bP337D2F	X12bP337D7F	X12bP345D0F	X12bP345D14F	X12bP345D21C	X12bP345D21F	X12bP345D21X	X12bP345D2F	X12bP345D7F	X12bP348D0F	X12bP348D14F	X12bP348D21C	X12bP348D21F	X12bP348D2F	X12bP348D7F	X12bP355D0F	X12bP355D14F	X12bP355D21C	X12bP355D21F	X12bP355D21X	X12bP355D2F	X12bP355D7F	X12bP361D0F	X12bP361D14F	X12bP361D21C	X12bP361D21F	X12bP361D2F	X12bP361D7F	X12bP373D0F	X12bP373D14F	X12bP373D21C	X12bP373D21F	X12bP373D21X	X12bP373D2F	X12bP373D7F	X12bP378D0F	X12bP378D14F	X12bP378D21C	X12bP378D21F	X12bP378D2F	X12bP378D7F	X12bP392D0F	X12bP392D14F	X12bP392D21C	X12bP392D21F	X12bP392D21X	X12bP392D2F	X12bP392D7F	X12bP397D0F	X12bP397D14F	X12bP397D21C	X12bP397D21F	X12bP397D2F	X12bP397D7F	X12bP419D0F	X12bP419D14F	X12bP419D21C	X12bP419D21F	X12bP419D21X	X12bP419D2F	X12bP419D7F	X12bP426D0F	X12bP426D14F	X12bP426D21C	X12bP426D21F	X12bP426D2F	X12bP426D7F	X12bP43D0F	X12bP43D14F	X12bP43D21C	X12bP43D21F	X12bP43D2F	X12bP43D7F	X12bP453D0F	X12bP453D14F	X12bP453D21C	X12bP453D21F	X12bP453D2F	X12bP453D7F	X12bP458D0F	X12bP458D14F	X12bP458D21C	X12bP458D21F	X12bP458D21X	X12bP458D2F	X12bP458D7F	X12bP469D0F	X12bP469D14F	X12bP469D21C	X12bP469D2F	X12bP469D7F	X12bP50D14F	X12bP50D21C	X12bP50D21F	X12bP50D21X	X12bP50D2F	X12bP50D7F	X12bP52D0F	X12bP52D14F	X12bP52D21C	X12bP52D21F	X12bP52D2F	X12bP52D7F	X12bP65D0F	X12bP65D14F	X12bP65D21C	X12bP65D21F	X12bP65D2F	X12bP65D7F	X12bP77D0F	X12bP77D14F	X12bP77D21C	X12bP77D21F	X12bP77D21X	X12bP77D2F	X12bP77D7F	X12bP87D0F	X12bP87D14F	X12bP87D21C	X12bP87D21F	X12bP87D21X	X12bP87D2F	X12bP87D7F	X12bP93D0F	X12bP93D14F	X12bP93D21C	X12bP93D21F	X12bP93D21X	X12bP93D2F	X12bP93D7F	X12bP97D0F	X12bP97D14F	X12bP97D21C	X12bP97D21F	X12bP97D21X	X12bP97D2F	X12bP97D7F	X12P119XD50	X12P122iD50	X12P126iD50	X12P126XD50	X12P138iD50	X12P138XD50	X12P152iD50	X12P152XD50	X12P160iD50	X12P175XD50	X12P178iD50	X12P178XD50	X12P181iD50	X12P191iD50	X12P198iD50	X12P198XD50	X12P211iD50	X12P211XD50	X12P224iD50	X12P22iD50	X12P22XD50	X12P244iD50	X12P26iD50	X12P26XD50	X12P337iD50	X12P348iD50	X12P348XD50	X12P355iD50	X12P361iD50	X12P361XD50	X12P373iD50	X12P378iD50	X12P378XD50	X12P392iD50	X12P397iD50	X12P397XD50	X12P419iD50	X12P426iD50	X12P426XD50	X12P43iD50	X12P43XD50	X12P453iD50	X12P453XD50	X12P458iD50	X12P469iD50	X12P469XD50	X12P50iD50	X12P52iD50	X12P52XD50	X12P65iD50	X12P65XD50	X12P87iD50	X12P93iD50	X12P97iD50
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	1568.4674	1599.6732	1520.0267	1527.6034	1513.4638	1544.8437	1462.9259	1590.4698	1449.2332	1515.085	1441.8516	1444.2911	1358.6078	1606.7215	1551.3548	1704.7228	1347.7393	1573.3463	1591.4321	1775.973	1533.6065	1554.7099	1518.2389	1723.7269	1648.1205	1515.5008	1620.6654	1603.0273	1618.1351	1576.9953	1541.255	1762.7979999999998	1731.6375	1636.3971	1615.3514	1676.0744	1640.671	1710.9372	1537.6894	1479.5114	1450.3182	1540.7407	1420.1091	1462.0096	1741.6622	1653.8264	1634.2966	1704.8309	1627.8128	1711.6660000000002	1638.5212	1608.172	1416.2045	1539.8237	1542.4766	1649.0667	1757.5934	1700.9647	1382.1971	1542.1687	1557.0052	1641.5031	1645.8884	1640.7317	1424.6837	1550.2446	1470.0775	1379.1883	1331.8467	1397.9658	1767.9428	1729.379	1504.1451	1602.8647	1717.793	1778.8812	1713.2146	1752.6663	1722.6466	1483.2874	1497.7896	1449.1788	1254.9704	1376.0778	1432.3362	1448.5442	1681.5449	1638.0758	1457.8085	1537.8339999999998	1489.3155	1705.0099	1639.8437	1857.0827	1633.2337	1448.6761	1655.4933	1694.46	1566.1333	1644.0166	1606.0635	1412.9720000000002	1480.4112	1377.2065	1715.6104	1596.2818	1553.5847	1514.1571	1515.7052	1631.2216	1524.8207	1416.5098	1390.0607	1516.7379	1677.4297	1383.4644	1695.5562	1546.3341	1461.0992	1578.3447	1536.4174	1690.6195	1458.3891	1565.8043	1563.6213	1497.6331	1627.4531	1756.4853	1429.3885	1435.1655	1441.2007	1412.9129	1441.5591	1693.8831	1476.648	1467.1793	1652.8963	1500.5783	1551.9779	1422.746	1525.5039	1316.6109	1515.8311	1346.2859	1328.317	1517.0338	1539.6409	1622.6228	1403.3996	1570.1814	1384.5293	1593.5279999999998	1599.0669	1492.2483	1471.2085	1550.6528	1345.8334	1539.5002	1454.9229999999998	1618.8579	1489.4361	1455.6253	1533.9766	1526.8745	1479.5409	1883.5697	1539.7481	1643.5273	1736.1158	1604.3979	1690.3832	1628.6058	1650.7925	1608.4964	1417.8279	1446.8528	1418.6001	1594.0164	1454.1756	1455.8167	1458.5158	1592.9293	1403.3184	1590.8570000000002	1615.4819	1511.565	1610.3586	1534.4649	1335.0626	1523.6695	1695.4359	1672.7427	1641.9803	1740.2191	1622.1689999999999	1637.4963	1592.4458	1530.1797	1359.4428	1412.6927	1526.9754	1518.4234	1616.2595	1454.3086	1478.9304	1492.1774	1709.7732	1609.4686	1432.7112	1436.8716	1630.9718	1814.7544	1426.9273	1357.7348	1609.8434	1399.4668	1384.3607	1426.0431	1536.0902	1390.3305	1771.276	1668.3244	1732.4655	1886.2077	1728.2989	1758.9951	1766.4903	1696.4591	1581.3835	1405.2822	1706.6215	1504.6447	1640.0511	1700.3204	1536.4705	1486.5002	1346.5367	1371.914	1309.1503	1369.9342	1454.0193	1413.3733	1666.8837	1444.9256	1693.7381	1477.3028	1585.1435	1542.5104	1506.668	1464.7372	1508.5812	1492.6981	1352.2734	1464.8242	1254.8328	1598.8146	1409.2989	1285.6131	1536.7057	1411.9662	1244.8394	1556.0682	1735.4466	1512.3331	1161.1586	1643.1443	1603.9867	1183.0898	1332.6509	1417.6765	1294.2219	1539.6383	1507.6507	1698.5	1450.6444	1215.0903	1729.0405	1466.7618	1194.1	1325.8913	1220.6431	1339.2559	1351.7613	1508.2252	1440.7492	1417.4235	1407.6449	1262.1859	1352.4908	1268.4045	1584.896	1516.5057	1173.3149	1480.4281	1310.2101	1375.1637	1656.2408	1183.4299	1265.844	1281.2483	1243.2467	1238.8206
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1864	0.0	0.0	0.0	0.0
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	35.760999999999996	0.0	0.0	0.0	19.6224	0.0	22.2579	0.0	0.0	10.6946	0.0	46.3313	37.2791	72.7846	12.3049	0.0	0.0	0.0	0.0	27.6842	0.0	0.0	0.0	12.729000000000001	0.0	26.0652	0.0	0.0	0.0	0.0	14.798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6951	30.1851	16.0868	0.0	2.9439	0.0	0.0	8.0092	0.0	35.1472	7.8684	15.825	0.0	0.0	0.0	7.4374	0.0	37.8694	0.0	0.0	0.0	0.0	9.5035	0.0	34.0693	9.4225	0.0	0.0	0.0	7.6443	34.4313	0.0	0.0	9.2002	7.562	7.1151	0.0	0.0	0.0	0.0	10.2717	17.0797	0.0	7.9218	0.0	34.1587	3.2855	0.0	0.0	0.0	0.0	0.0	8.2926	35.713	22.5925	0.0	0.0	0.0	52.1619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.7413	0.0	0.0	0.0	0.0	14.3714	0.0	0.0	0.0	0.0	0.0	0.0	6.2818	0.0	0.0	0.0	0.0	0.0	0.0	11.5461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2423	8.1332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.67	0.0	0.0	0.0	64.0339	3.2996	37.867	0.0	0.0	0.0	2.9276	23.3972	3.3766	0.0	0.0	0.0	0.0	26.2774	0.0	0.0	0.0	0.0	0.0	0.0	3.2045	0.0	71.3531	0.0	0.0	0.0	6.2228	24.5564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.7515	24.6534	12.1718	0.0	0.0	0.0	31.057	9.2923	17.6657	0.0	0.0	16.5392	0.0	0.0	0.0	0.0	0.0	10.7251	0.0	16.1086	0.0	0.0	0.0	0.0	0.0	39.6088	0.0	35.6353	0.0	0.0	0.0	10.8625	6.2152	0.0	21.8153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0144	0.0	0.0	0.0	0.0	0.0	7.6134	16.4773	0.0	0.0	0.0	0.0	0.0	5.5883	33.6043	17.3453	11.2853	0.0	0.0	31.6246	0.0	16.9059	0.0	51.8802	38.8515	9.3786	8.2139	13.6697	21.7099	22.1542	0.0	80.2557	6.7967	0.0	484.8106	0.0	12.482999999999999	11.2476	0.0	9.7862	13.1145	0.0	15.7135	0.0	9.5917	8.947000000000001	14.9799	0.0	19.7333	104.0687	28.1661	8.899	5.4203	11.8828	59.2087	9.6351	14.4338	0.0	4.6412	42.9203	0.0	95.3135	38.5519	0.0	74.1075	0.0	147.281	126.4709	13.8663
ANAEROFRUCAT-PWY	homolactic fermentation	1265.0821	1574.981	1369.9652	1586.4859	980.9762	1274.4956	1398.4089999999999	1466.9369	1138.0954	1453.2501	1298.6817	1300.6686	1287.9424	1436.1973	1159.1131	1233.0165	1063.4671	1436.6195	1134.0485	1314.6392	1449.7251	1210.0947	1299.231	1568.806	1516.9954	1282.5917	1398.8658	1278.882	1341.7542	1236.0331	1232.7861	1353.6231	1553.9261	1409.3693	1566.319	1452.6294	1350.9914	1520.3202	1199.2357	1135.6249	978.6059	1230.4149	1135.424	1136.6432	1469.8104	1270.3999	1077.0769	1233.6703	1244.9544	1389.5875	1126.9998	1126.1981	1060.6413	1195.546	1288.6667	1379.1627	1420.4486	1178.4812	707.8135	1180.1018	1198.5421	1233.6992	1177.7118	1245.5316	956.6177	1007.1705	1072.2424	1269.1349	1028.2279	1077.9719	1396.2375	1441.289	1185.1411	1395.932	1458.5056	1438.0729	1433.6633	1472.0057	1500.25	1324.399	1083.9929	1081.9668	1064.4533	1199.129	1048.8371	1114.3246	928.3492	1013.6991	790.2238	1095.6988	1103.9943	1122.3461	1312.2665	1166.4257	1547.3733	1148.9051	1394.9966	1548.0814	1194.8273	1256.2407	1317.5224	832.557	1279.4133	1285.8778	1303.6375	1268.9326	1387.1184	1375.3554	876.7933	1191.358	1048.1023	1196.0466	1231.3628	1147.2475	1385.2713	815.4782	1407.0698	1023.5834	1175.0376	1292.0818	1303.0324	1111.8071	836.2444	982.7299	1110.2192	1231.106	1398.6056	1424.4788	1106.1323	1228.5886	1337.3517	1217.2176	1076.7777	1125.3662	1087.9638	1023.1291	1082.9942	1145.7275	1290.4793	1229.4228	1081.3095	869.5922	1120.7017	1184.3137	1214.4536	1116.2538	1113.4199	1035.964	799.2671	995.3509	1280.3732	1231.9716	1207.7441	1124.3857	1027.8253	1083.3161	1059.7484	1205.2143	1075.5629	938.5003	1157.2551	1028.8204	1133.2546	1151.4075	1084.2976	1005.0551	1170.4273	1168.7749	1290.8249	1241.7609	1077.4267	1135.5999	1070.6113	1200.8212	1141.7064	1195.0045	1345.5385	1351.9948	1174.9061	1316.5199	1000.4989	1393.2791	1091.9233	1004.2695	1305.2651	1424.638	1584.162	1652.9333	1100.6561	1493.2578	1520.9170000000001	1615.424	1590.9367	1577.8359	1595.7996	1552.6587	1443.7994	1289.8981	1170.9692	1084.0543	1117.1164	1117.8403	1503.1612	1047.469	1400.0546	1322.3618	1358.579	1364.4718	1259.9522	972.3136	1291.1625	1427.6782	1226.1437	1178.7957	1303.5345	1232.0963	903.5306	1148.0186	1147.2515	1043.2744	1582.0758	1254.1217	1630.3967	1584.5288	1569.3972	1489.0827	1484.9376	1490.1617	1339.7097	701.4045	1557.6861	991.9314	1444.3558	1228.7812	1154.2167	1087.056	1001.2726	1053.5419	1062.3788	1084.6157	1134.9531	1386.0098	1567.6032	1297.0797	1331.6026	1347.6987	1416.9999	1446.1605	898.6869	1215.0049	1106.0792	1034.7195	992.1135	857.0096	838.8926	1366.6874	1640.1082	590.632	1251.2565	759.1352	760.7565	1318.4408	1741.3035	958.1685	742.5474	1233.1906	1255.7067	1386.2958	598.0287	898.4062	805.0768	1241.4201	612.0874	1797.5875	755.0838	744.1173	1751.6216	495.8852	772.3847	809.6714	690.5563	792.0396	1067.2738	706.0396	732.0176	1032.3534	678.7374	950.9725	816.9091	1112.3998	1356.8878	972.7993	713.0583	961.8697	1241.4722	996.8173	1151.8083	707.4687	607.0138	832.3897	822.5289	1611.8966
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	2162.0509	2204.7847	1965.3329999999999	1969.9806	2012.2501	2035.7305	1797.4139	2062.1845	1908.9939	2005.3376	1933.9526	1832.4939	1685.844	2040.2112	2020.1583	2124.7505	1748.8736	2148.5696	1862.0616	2266.9448	2170.0681	2029.3873	2115.7612	2288.6639999999998	2163.1778	2026.5645	2110.4264	2054.5016	2086.6784	2055.0818	1905.4941	2283.5925	2313.7471	2077.8245	2113.0278	2171.2024	1986.211	2228.1616	1967.9477	1943.7782	1827.5774	2063.6786	1682.4797	1794.8110000000001	1755.7177	2160.9216	2098.8004	2158.4621	2045.3829	2283.4456	1978.8938	1974.0584	1805.3338	2006.7204	2013.0520000000001	2166.2536	2258.774	2234.1167	1581.3799	1910.0972	1819.4679999999998	1987.3704	1997.1663	2117.6273	1787.6804	2009.8731	1880.8001	1560.9161	1625.849	1762.194	2218.5742	2291.9554	1869.3977	2063.0755	2317.2283	2268.3492	2276.4743	2240.4025	2233.2274	1916.1162	1938.1513	1902.3942	1564.9368	1778.2006	1777.0758	1686.4997	2177.5209	2012.8716	1907.2478	2044.0682	1910.6185	2264.0954	2067.6953	2306.0075	2184.3857	1954.1317	2016.7621	2229.7298	2026.1088	2042.6272	2087.9924	1709.0379	1941.3075	1676.9452	2093.7717	2049.5922	1932.2479999999998	1804.1870000000001	1882.6661	1953.4755	1871.5458	1694.2378	1695.9793	1732.6759	2111.8937	1732.0755	2249.7116	2009.1916	1804.5105	1963.2058	1771.4987	2160.8803	1861.5749	2010.371	1699.8298	1842.0523	2135.6502	2207.2191	1807.1582	1804.1557	1823.4096	1695.1989999999998	1722.7156	2069.729	1924.7416	1818.7239	2193.5128	1949.0807	2011.5295	1813.8417	1904.3166	1675.5538	1950.0333	1752.6358	1568.1727	1835.7838	1958.8815	1912.9181	1775.3945	1952.5373	1770.4531	2022.4815	2060.012	1878.4426	1902.8715	1993.0735	1831.3456	2005.9837	1849.5638	2044.0186	1943.1845	1832.6789999999999	2155.5971	2001.7852	1808.0962	2152.4813	1961.9285	2058.7924	2246.3295	2061.9141	2090.1109	2031.2275	2068.4789	2058.1919	1755.3943	1820.1077	1811.1467	2054.1685	1903.7404	1907.7868	1841.6634	2130.8551	1624.4829	1983.8771	2089.2848	2018.4681	2158.5849	2059.0787	1650.6982	2034.5915	2201.6787	2239.978	2107.7701	2270.871	2058.8198	2083.3546	1977.9411	1938.9088	1779.2014	1866.2411	1890.4572	1967.9359	2128.1422	1827.068	1902.5154	1931.4543	2190.2679	2055.4014	1829.0379999999998	1816.5364	2043.9851	2260.5021	1765.7984	1637.0857	1973.6483	1825.2342	1819.2533	1893.7527	1954.3636	1712.1795	2326.5674	2197.1256	2135.1118	2382.5713	2174.4629	2283.5588	2220.3864	2231.0129	2034.5478	1770.7294	2226.9878	1936.2784	2098.3258	2182.8462	1953.0673	1796.8812	1768.3508	1845.8604	1739.7806	1699.4237	1665.5812	1803.665	2023.0623	1840.8991	2092.4798	2017.5857	1894.0764	2029.1403	2029.4589	1824.7562	1908.6468	1956.079	1777.5778	1862.9089999999999	1602.1948	2097.016	1822.6494	1633.5983	1928.2651	1831.3186	1740.2457	1946.3472	1821.4305	1951.6792	1469.3812	2047.471	1983.7514	1547.029	1540.7808	1843.5511	1858.8978	2094.1262	1841.6271	2197.8734	1846.229	1516.8605	1845.0633	1765.7681	1591.6762	1680.1070000000002	1806.6835	1687.7939999999999	1787.0915	2053.797	1842.1129999999998	1803.1971	1808.7309	1648.142	1830.5049	1634.3493	2079.5937	1927.4774	1507.9095	1923.1245	1650.0904	1859.8296	2113.2779	1448.336	1644.6329	1576.2574	1508.1871	1735.1852
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	858.0675	817.8606	637.6207	799.5341	859.4234	862.8667	787.0487	800.9769	535.4281	742.3113	562.6376	623.8359	493.7904	680.4705	786.904	840.0272	672.1452	840.1263	907.7946	995.1878	865.8001	711.7707	973.1056	839.7078	913.9155	652.0293	589.0942	525.1419	725.8789	710.4169	706.9157	904.0949	752.1686	622.9902	645.3675	691.2689999999999	744.551	874.6338	701.9017	856.5888	540.7612	843.6781	605.2777	741.5663	727.6458	952.0682	759.4504	883.6731	768.5882	878.7377	824.4216	882.7656	600.0088	846.5253	657.8759	558.0009	884.1429	952.9689999999999	684.7449	896.2339999999999	655.0002	779.3480000000001	818.186	695.3303	597.8808	652.8332	661.2088	609.4618	612.0072	754.503	645.8559	752.4577	704.6245	740.1227	814.8224	573.1531	759.1298	614.5666	802.6106	799.5351	647.0078	710.3655	452.7913	737.1442	673.7084	679.107	839.8985	896.6997	510.6723	744.7942	663.4765	805.3823	798.8674	820.8184	801.6247	478.8482	790.824	809.0885	739.5409	896.175	820.0614	551.4497	775.2114	654.346	839.2542	830.883	798.0098	634.092	564.1066	838.8406	551.5078	593.2475	629.842	682.4102	947.8989	664.691	957.7586	696.9010000000001	712.2197	769.6667	685.7158	854.4331	617.1696	698.0453	606.559	730.3552	876.1611	748.5746	530.3178	699.9418	578.6952	664.9278	677.3058	718.5359	785.1224	669.9732	857.5437	757.4810000000001	774.7668	633.8353	718.1552	484.0376	715.6982	622.7727	656.8457	692.7534	739.0283	694.1213	596.5767	749.1672	575.4701	745.9547	826.9702	905.8795	730.3898	851.9084	619.1657	848.0668	868.7942	775.7921	855.8609	637.21	764.5245	744.4965	680.0508	972.6817	729.5732	698.3878	862.7294	721.8515	874.6681	727.2779	743.0562	770.8229	565.7859	665.2192	618.9819	902.8576	699.6833	709.7342	702.6895	719.9824	690.9597	742.067	794.2042	775.637	719.4081	739.5789	578.0038	671.2	724.3162	782.0815	597.9362	787.6522	552.2612	643.3969	765.5817	659.3364	653.5329	634.8982	634.1601	761.9995	812.8579	477.0739	780.5531	629.7913	851.0198	888.5041	589.4839	729.4128	632.5545	829.1217	527.6308	679.5830000000001	679.8112	681.3752	455.0	633.3291	656.9117	717.0083	768.8653	597.5262	500.6801	731.9441	468.8169	737.4841	775.4489	842.9858	805.8168	519.2318	766.1374	620.4141	819.2386	917.0173	585.7318	688.0466	590.9088	579.3514	554.8781	637.7883	570.1288	756.9265	650.2732	592.0703	655.5403	389.7197	705.5698	749.209	568.911	398.978	434.9765	683.1337	329.7562	629.644	409.185	595.8373	359.4897	405.2585	541.4897	592.2427	323.3502	473.7884	480.7053	510.7607	387.0161	368.4021	375.8377	662.6107	432.0042	506.9536	381.5583	536.3918	506.3954	422.7768	571.9077	361.0021	409.9423	605.3653	447.7327	488.3875	390.8957	496.9308	482.5744	682.8441	547.5918	629.1688	579.6068	408.1489	503.3578	290.8516	724.5047	602.7238	423.8348	603.9932	417.7391	441.5805	658.1684	323.893	401.265	436.2336	358.5313	275.3943
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	9.1759	0.0	0.0	0.0	7.6457	0.0	3.0835	0.0	0.0	0.7689	0.0	10.6658	6.8912	25.7978	0.7686	0.0	0.0	0.0	0.0	3.0831	0.0	0.0	0.0	0.7688	0.0	9.1481	0.0	0.0	0.0	0.0	1.5578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7688	7.6132	1.5577	0.0	0.7684	0.0	0.0	0.7685	0.0	9.9045	0.769	4.6319	0.0	0.0	0.0	0.769	0.0	9.9125	0.0	0.0	0.0	0.0	2.3228	0.0	3.8534	0.7687	0.0	0.0	0.0	0.7686	9.878	0.0	0.0	2.3203	0.7686	0.7685	0.0	0.0	0.0	0.0	0.7685	1.5575	0.0	0.7682	0.0	6.8821	0.7683	0.0	0.0	0.0	0.0	0.0	2.3252	7.6403	6.135	0.0	0.0	0.0	17.3866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8711	0.0	0.0	0.0	0.0	3.862	0.0	0.0	0.0	0.0	0.0	0.0	1.5583	0.0	0.0	0.0	0.0	0.0	0.0	0.7689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7689	0.769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8666	0.0	0.0	0.0	22.2404	0.769	5.3837	0.0	0.0	0.0	0.7688	3.088	0.7692	0.0	0.0	0.0	0.0	9.1681	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.0	15.6736	0.0	0.0	0.0	1.5585	4.635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5575	3.8585	0.7688	0.0	0.0	0.0	6.8851	0.769	2.3224	0.0	0.0	3.0809	0.0	0.0	0.0	0.0	0.0	0.7691	0.0	4.6244	0.0	0.0	0.0	0.0	0.0	6.8823	0.0	7.5563	0.0	0.0	0.0	0.7683	1.5572	0.0	2.3198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.0	0.0	0.0	0.0	0.0	0.7685	3.8609	0.0	0.0	0.0	0.0	0.0	1.5590000000000002	9.9409	2.2862	1.5539	0.0	0.0	3.0563	0.0	3.3392	0.0	10.5613	7.4673	0.768	0.7676	0.7677	3.8111	1.5568	0.0	20.871	0.764	0.0	274.868	0.0	0.7683	0.7684	0.0	0.7678	0.7682	0.0	2.3152	0.0	0.7629	1.5569	2.3146	0.0	1.5556	24.2737	5.3065	1.5511	0.7687	0.7662	19.7697	1.54	3.8371	0.0	0.7682	13.29	0.0	10.5974	6.0979	0.0	11.8909	0.0	53.9245	21.7664	3.8452
